Locus_tag	Product	Start	End	Length
CJCOGG_01653	galactose/proton symporter	46294	47688	1394
CJCOGG_01654	methionine adenosyltransferase	48124	49278	1154
CJCOGG_01655	biosynthetic arginine decarboxylase	50073	52049	1976
CJCOGG_01656	Lipoprotein	52195	52926	731
CJCOGG_01657	agmatinase	53062	53982	920
CJCOGG_01658	metalloprotease LoiP	54188	54946	758
CJCOGG_01659	transketolase	55224	57215	1991
CJCOGG_01660	PTS mannitol transporter subunit IIA	57529	57972	443
CJCOGG_01661	PTS mannitol transporter subunit IICB	58000	59388	1388
CJCOGG_01662	Uncharacterized protein YggP	59403	60680	1277
CJCOGG_01663	class II fructose-bisphosphatase	60677	61642	965
CJCOGG_01664	fumarase E	61664	62173	509
CJCOGG_01665	nucleoside/nucleotide kinase family protein	62170	62883	713
CJCOGG_01666	ABC transporter ATP-binding protein	62855	63532	677
CJCOGG_01667	ABC transporter ATP-binding protein	63526	64203	677
CJCOGG_01668	Energy-coupling factor transporter transmembrane protein EcfT	64191	64898	707
CJCOGG_01669	ECF transporter S component	64899	65477	578
CJCOGG_01670	PPC domain-containing protein	65500	65931	431
CJCOGG_01671	erythrose-4-phosphate dehydrogenase	66303	67322	1019
CJCOGG_01672	phosphoglycerate kinase	67372	68535	1163
CJCOGG_01673	class II fructose-bisphosphate aldolase	68750	69829	1079
CJCOGG_01675	small-conductance mechanosensitive channel MscS	70187	71047	860
CJCOGG_01676	arginine exporter ArgO	71186	71821	635
CJCOGG_01677	oxidative stress defense protein	71914	72654	740
CJCOGG_01678	LysR family transcriptional regulator SrsR	72821	73717	896
CJCOGG_01679	propionyl-CoA:succinate CoA transferase	73714	75192	1478
CJCOGG_01680	methylmalonyl-CoA decarboxylase	75216	76001	785
CJCOGG_01681	methylmalonyl Co-A mutase-associated GTPase MeaB	76012	77007	995
CJCOGG_01682	methylmalonyl-CoA mutase	77000	78292	1292
CJCOGG_01683	methylmalonyl-CoA mutase	78416	79144	728
CJCOGG_01684	DNA-binding transcriptional regulator ArgP	79348	80241	893
CJCOGG_01685	ribose-5-phosphate isomerase RpiA	80624	81283	659
CJCOGG_01686	phosphoglycerate dehydrogenase	81539	82771	1232
CJCOGG_01688	Type I toxin-antitoxin system Ibs family toxin	83000	83059	59
CJCOGG_01690	Type I toxin-antitoxin system Ibs family toxin	83392	83451	59
CJCOGG_01691	5-formyltetrahydrofolate cyclo-ligase	83552	84154	602
CJCOGG_01693	cell division protein ZapA	84400	84729	329
CJCOGG_01694	UPF0149 family protein YgfB	84897	85475	578
CJCOGG_01695	Xaa-Pro aminopeptidase	85501	86826	1325
CJCOGG_01696	2-octaprenyl-6-methoxyphenyl hydroxylase	86823	88001	1178
CJCOGG_01697	FAD-dependent 2-octaprenylphenol hydroxylase	88024	89226	1202
CJCOGG_01698	YqfI-like	89300	89383	83
CJCOGG_01699	glycine cleavage system aminomethyltransferase GcvT	89674	90768	1094
CJCOGG_01700	glycine cleavage system protein GcvH	90792	91181	389
CJCOGG_01701	aminomethyl-transferring glycine dehydrogenase	91300	94173	2873
CJCOGG_01702	SDR family oxidoreductase	94434	95177	743
CJCOGG_01703	6-phospho-beta-glucosidase BglA	95234	96667	1433
CJCOGG_01704	N(4)-acetylcytidine aminohydrolase	96712	97023	311
CJCOGG_01705	PAQR family membrane homeostatis protein TrhA	97187	97846	659
CJCOGG_01706	tRNA-modifying protein YgfZ	97924	98904	980
CJCOGG_01707	FAD assembly factor SdhE	99147	99413	266
CJCOGG_01708	Inner membrane protein YgfX	99394	99801	407
CJCOGG_01709	flavodoxin FldB	99841	100362	521
CJCOGG_01710	site-specific tyrosine recombinase XerD	100474	101370	896
CJCOGG_01711	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	101395	102105	710
CJCOGG_01712	single-stranded-DNA-specific exonuclease RecJ	102111	103844	1733
CJCOGG_01713	peptide chain release factor 2	104152	105033	881
CJCOGG_01714	lysine--tRNA ligase	105043	106560	1517
CJCOGG_01715	isopentenyl-diphosphate Delta-isomerase	106603	107151	548
CJCOGG_01716	Protein YqfH	107206	107277	71
CJCOGG_01717	Uncharacterized protein YqfG	107274	107399	125
CJCOGG_01718	urate/proton symporter UacT	107401	108849	1448
CJCOGG_01719	formate-dependent uric acid utilization protein YgfT	109285	111204	1919
CJCOGG_01720	Putative electron transport protein YgfS	111204	111692	488
CJCOGG_01721	guanine/hypoxanthine transporter GhxQ	111728	113095	1367
CJCOGG_01722	guanine deaminase	113131	114447	1316
CJCOGG_01723	xanthine/proton symporter XanQ	114465	115865	1400
CJCOGG_01724	putative hypoxanthine oxidase XdhD	116030	118900	2870
CJCOGG_01725	Uncharacterized protein YgfM	118897	119676	779
CJCOGG_01726	putative aminohydrolase SsnA	119727	121055	1328
CJCOGG_01727	putative selenate reductase subunit YgfK	121058	124156	3098
CJCOGG_01728	molybdenum cofactor cytidylyltransferase	124478	125056	578
CJCOGG_01729	selenium cofactor biosynthesis protein YqeC	125159	125929	770
CJCOGG_01730	selenium-dependent molybdenum cofactor biosynthesis protein YqeB	125977	127602	1625
CJCOGG_01731	carbamate kinase	127643	128575	932
CJCOGG_01732	D-phenylhydantoinase	128623	130008	1385
CJCOGG_01733	YgeY family selenium metabolism-linked hydrolase	130061	131272	1211
CJCOGG_01734	diaminopropionate ammonia-lyase	131330	132526	1196
CJCOGG_01735	knotted carbamoyltransferase YgeW	132584	133771	1187
CJCOGG_01736	Putative uric acid sigma-54-dependent transcriptional regulator UacR	134250	136028	1778
CJCOGG_01737	xanthine dehydrogenase FAD-binding subunit XdhB	136068	136547	479
CJCOGG_01738	xanthine dehydrogenase FAD-binding subunit XdhB	136544	137422	878
CJCOGG_01739	xanthine dehydrogenase molybdenum-binding subunit XdhA	137433	139730	2297
CJCOGG_01740	amidase activator ActS	140145	140900	755
CJCOGG_01742	GH15-like domain-containing protein	141286	142896	1610
CJCOGG_01743	Surface presentation of antigens protein SpaO	143028	143393	365
CJCOGG_01744	YscQ/HrcQ family type III secretion apparatus protein	143634	144050	416
CJCOGG_01745	EscR/YscR/HrcR family type III secretion system export apparatus protein	144145	144630	485
CJCOGG_01746	EscS/YscS/HrcS family type III secretion system export apparatus protein	144640	144900	260
CJCOGG_01747	type III secretion system export apparatus subunit SctT	144902	145669	767
CJCOGG_01748	Surface presentation of antigens protein SpaS	145678	146349	671
CJCOGG_01749	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	146346	146513	167
CJCOGG_01750	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	146540	146902	362
CJCOGG_01751	EivH	146964	147257	293
CJCOGG_01752	Transcriptional regulator	147259	147759	500
CJCOGG_01753	PrgH/EprH family type III secretion apparatus protein	148017	149198	1181
CJCOGG_01754	EprI protein	149212	149367	155
CJCOGG_01755	type III secretion system inner rod subunit SctI	149595	149759	164
CJCOGG_01756	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	149800	150534	734
CJCOGG_01757	type III secretion apparatus protein OrgA/MxiK	150550	151131	581
CJCOGG_01758	Oxygen-regulated invasion protein	151348	151779	431
CJCOGG_01759	Uncharacterized response regulatory protein YgeK	152000	152155	155
CJCOGG_01760	Uncharacterized response regulatory protein YgeK	152189	152632	443
CJCOGG_01761	Putative peptidoglycan-binding-like protein	152677	153051	374
CJCOGG_01762	Uncharacterized protein YgeI	153236	153454	218
CJCOGG_01763	HilA family transcriptional regulator YgeH	153622	154998	1376
CJCOGG_01764	Uncharacterized protein YgeG	155333	155824	491
CJCOGG_01765	YgeF protein	156102	156539	437
CJCOGG_01766	Uncharacterized protein YqeK	156733	157158	425
CJCOGG_01767	Uncharacterized protein YqeL	157134	157274	140
CJCOGG_01768	Uncharacterized protein YqeJ	157307	157789	482
CJCOGG_01769	Uncharacterized protein YqeI	157782	158591	809
CJCOGG_01770	Nitrite extrusion protein 2	158712	158843	131
CJCOGG_01771	Uncharacterized protein YqeH	158925	159557	632
CJCOGG_01772	Inner membrane transport protein YqeG	160017	161246	1229
CJCOGG_01773	putative acetyl-CoA acetyltransferase	161501	162682	1181
CJCOGG_01774	5-dehydro-4-deoxy-D-glucuronate isomerase	162969	163805	836
CJCOGG_01775	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	163835	164596	761
CJCOGG_01776	arabinose-proton symporter AraE	164911	166329	1418
CJCOGG_01777	amino acid racemase	166458	167150	692
CJCOGG_01778	DNA-binding transcriptional regulator LysR	167137	168072	935
CJCOGG_01779	diaminopimelate decarboxylase	168194	169456	1262
CJCOGG_01780	HTH-type transcriptional regulator GalR	169463	170494	1031
CJCOGG_01783	bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase	171080	173239	2159
CJCOGG_01784	lysophospholipid transporter LplT	173232	174425	1193
CJCOGG_01785	NADP(H)-dependent aldo-keto reductase	174457	175497	1040
CJCOGG_01786	lipoprotein YgdR	175605	175823	218
CJCOGG_01787	UPF0053 inner membrane protein YgdQ	175961	176674	713
CJCOGG_01788	DNA mismatch repair endonuclease MutH	176743	177432	689
CJCOGG_01789	Protein YgdT	177618	177764	146
CJCOGG_01790	RNA pyrophosphohydrolase	178117	178647	530
CJCOGG_01791	phosphoenolpyruvate--protein phosphotransferase	178660	180906	2246
CJCOGG_01792	prolipoprotein diacylglyceryl transferase	181057	181932	875
CJCOGG_01793	thymidylate synthase	181939	182733	794
CJCOGG_01794	prepilin peptidase-dependent protein	182918	183388	470
CJCOGG_01795	prepilin peptidase-dependent protein	183379	183942	563
CJCOGG_01796	DUF2509 domain-containing protein	183939	184346	407
CJCOGG_01797	prepilin-type N-terminal cleavage/methylation domain-containing protein	184331	184654	323
CJCOGG_01798	exodeoxyribonuclease V subunit gamma	184667	188035	3368
CJCOGG_01799	pitrilysin	188211	191099	2888
CJCOGG_01800	exodeoxyribonuclease V subunit beta	191092	194634	3542
CJCOGG_01801	exodeoxyribonuclease V subunit alpha	194634	196460	1826
CJCOGG_01802	amino-acid N-acetyltransferase	196522	197853	1331
CJCOGG_01803	N-acetylmuramoyl-L-alanine amidase AmiC	198085	199338	1253
CJCOGG_01807	murein transglycosylase A	199916	201013	1097
CJCOGG_01808	tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	201090	201896	806
CJCOGG_01809	cysteine desulfurase sulfur acceptor subunit CsdE	201947	202390	443
CJCOGG_01810	cysteine desulfurase CsdA	202390	203595	1205
CJCOGG_01811	Uncharacterized lipoprotein YgdI	203787	204014	227
CJCOGG_01813	glycine cleavage system transcriptional regulator GcvA	204365	205282	917
CJCOGG_01814	UPF0382 inner membrane protein YgdD	205301	205696	395
CJCOGG_01815	23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	205689	206789	1100
CJCOGG_01816	L-fucose operon activator	206833	207564	731
CJCOGG_01817	L-fucose mutarotase	207622	208044	422
CJCOGG_01818	L-fuculokinase	208046	209464	1418
CJCOGG_01819	L-fucose isomerase	209573	211348	1775
CJCOGG_01820	L-fucose:H+ symporter permease	211381	212697	1316
CJCOGG_01821	L-fuculose-phosphate aldolase	213244	213891	647
CJCOGG_01822	lactaldehyde reductase	213919	215067	1148
CJCOGG_01823	flap endonuclease Xni	215122	215967	845
CJCOGG_01824	L-serine ammonia-lyase II	215989	217356	1367
CJCOGG_01825	HAAAP family serine/threonine permease SdaC	217414	218703	1289
CJCOGG_01826	nucleotide 5'-monophosphate nucleosidase	219260	220624	1364
CJCOGG_01827	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	220736	221584	848
CJCOGG_01828	SecY-interacting protein	221652	222197	545
CJCOGG_01830	Uncharacterized protein YqcC	222819	223148	329
CJCOGG_01831	tRNA pseudouridine synthase C	223148	223468	320
CJCOGG_01832	pseudouridine synthase	223523	223930	407
CJCOGG_01833	flavodoxin	223948	224397	449
CJCOGG_01834	galactarate/glucarate/glycerate transporter GudP	224832	226184	1352
CJCOGG_01835	Glucarate dehydratase	226186	226533	347
CJCOGG_01836	Glucarate dehydratase	226540	227526	986
CJCOGG_01837	glucarate dehydratase	227547	228887	1340
CJCOGG_01838	two-component sensor histidine kinase BarA	229119	231875	2756
CJCOGG_01839	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	231932	233233	1301
CJCOGG_01840	GTP diphosphokinase	233281	235515	2234
CJCOGG_01841	type II toxin-antitoxin system antitoxin MazE	235593	235841	248
CJCOGG_01842	endoribonuclease MazF	235841	236176	335
CJCOGG_01843	nucleoside triphosphate pyrophosphohydrolase	236247	237038	791
CJCOGG_01844	glutamine hydrolyzing CTP synthase	237266	238903	1637
CJCOGG_01845	phosphopyruvate hydratase	238991	240289	1298
CJCOGG_01846	Protein	240349	241053	704
CJCOGG_01847	Membrane stress resistance protein	241235	241375	140
CJCOGG_01848	7-carboxy-7-deazaguanine synthase QueE	241514	242185	671
CJCOGG_01849	Uncharacterized sugar kinase YgcE	243985	245463	1478
CJCOGG_01850	Inner membrane protein YqcE	245490	246767	1277
CJCOGG_01851	Uncharacterized oxidoreductase YgcW	247086	247871	785
CJCOGG_01852	Uncharacterized FAD-linked oxidoreductase YgcU	247941	249395	1454
CJCOGG_01853	Inner membrane metabolite transport protein YgcS	249417	250826	1409
CJCOGG_01854	Putative electron transfer flavoprotein subunit YgcR	250804	251583	779
CJCOGG_01855	Putative electron transfer flavoprotein subunit YgcQ	251580	252440	860
CJCOGG_01856	Uncharacterized protein YgcP	252588	253163	575
CJCOGG_01857	Ferredoxin-like protein YgcO	253180	253440	260
CJCOGG_01858	putative electron transfer flavoprotein-quinone oxidoreductase YgcN	253431	254702	1271
CJCOGG_01859	6-carboxytetrahydropterin synthase QueD	254780	255145	365
CJCOGG_01860	NADPH-dependent assimilatory sulfite reductase flavoprotein subunit	255461	257260	1799
CJCOGG_01861	assimilatory sulfite reductase (NADPH) hemoprotein subunit	257260	258972	1712
CJCOGG_01862	phosphoadenosine phosphosulfate reductase	259046	259780	734
CJCOGG_01864	Putative protein HokG	260045	260197	152
CJCOGG_01865	IS4 family IS421 transposase	260274	261386	1112
CJCOGG_01866	IS4 family IS186B transposase	261409	261549	140
CJCOGG_01867	HD Cas3-type domain-containing protein	261740	264439	2699
CJCOGG_01868	type I-E CRISPR-associated protein Cse1/CasA	264537	266099	1562
CJCOGG_01869	type I-E CRISPR-associated protein Cse2/CasB	266096	266632	536
CJCOGG_01870	type I-E CRISPR-associated protein Cas7/Cse4/CasC	266644	267699	1055
CJCOGG_01871	type I-E CRISPR-associated protein Cas5/CasD	267710	268456	746
CJCOGG_01872	type I-E CRISPR-associated protein Cas6/Cse3/CasE	268438	269088	650
CJCOGG_01873	type I-E CRISPR-associated endonuclease Cas1e	269085	270005	920
CJCOGG_01874	type I-E CRISPR-associated endoribonuclease Cas2e	270005	270298	293
CJCOGG_01875	alkaline phosphatase isozyme conversion aminopeptidase	270566	271603	1037
CJCOGG_01876	sulfate adenylyltransferase subunit CysD	271855	272763	908
CJCOGG_01877	sulfate adenylyltransferase subunit CysN	272765	274192	1427
CJCOGG_01878	Adenylyl-sulfate kinase	274192	274797	605
CJCOGG_01879	DUF3561 domain-containing protein	274847	275170	323
CJCOGG_01880	cell division protein FtsB	275364	275675	311
CJCOGG_01881	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	275694	276404	710
CJCOGG_01882	2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase	276404	276883	479
CJCOGG_01883	tRNA pseudouridine(13) synthase TruD	276880	277929	1049
CJCOGG_01884	5'/3'-nucleotidase SurE	277910	278671	761
CJCOGG_01885	protein-L-isoaspartate O-methyltransferase	278665	279291	626
CJCOGG_01886	murein hydrolase activator NlpD	279431	280570	1139
CJCOGG_01887	RNA polymerase sigma factor RpoS	280633	281625	992
CJCOGG_01888	Transcriptional regulator HosA	281746	282153	407
CJCOGG_01889	non-oxidative hydroxyarylic acid decarboxylases subunit B	282300	282893	593
CJCOGG_01890	non-oxidative hydroxyarylic acid decarboxylases subunit C	282893	284320	1427
CJCOGG_01891	non-oxidative hydroxyarylic acid decarboxylases subunit D	284331	284567	236
CJCOGG_01892	GntP family transporter	284607	285971	1364
CJCOGG_01893	HPr family phosphocarrier protein	286060	286836	776
CJCOGG_01894	aldolase	286841	287479	638
CJCOGG_01895	3-oxo-tetronate kinase	287476	288738	1262
CJCOGG_01896	L-threonate dehydrogenase	288735	289643	908
CJCOGG_01897	DNA-binding transcriptional repressor YgbI	289839	290606	767
CJCOGG_01898	protein-serine/threonine phosphatase	290657	291313	656
CJCOGG_01899	DNA mismatch repair protein MutS	291419	293980	2561
CJCOGG_01900	hypothetical protein	294056	294235	179
CJCOGG_01901	nitrous oxide-stimulated promoter family protein	294267	294620	353
CJCOGG_01902	formate hydrogenlyase transcriptional activator FlhA	294657	296735	2078
CJCOGG_01903	hydrogenase maturation carbamoyl dehydratase HypE	296809	297819	1010
CJCOGG_01904	hydrogenase formation protein HypD	297816	298937	1121
CJCOGG_01905	hydrogenase 3 maturation protein HypC	298937	299209	272
CJCOGG_01906	hydrogenase nickel incorporation protein HypB	299200	300072	872
CJCOGG_01907	hydrogenase maturation nickel metallochaperone HypA	300076	300426	350
CJCOGG_01908	formate hydrogenlyase regulator HycA	300637	301098	461
CJCOGG_01909	formate hydrogenlyase subunit HycB	301223	301834	611
CJCOGG_01910	formate hydrogenlyase subunit 3	301831	303657	1826
CJCOGG_01911	formate hydrogenlyase subunit HycD	303660	304583	923
CJCOGG_01912	formate hydrogenlyase subunit HycE	304601	306310	1709
CJCOGG_01913	formate hydrogenlyase subunit HycF	306320	306862	542
CJCOGG_01914	formate hydrogenlyase subunit HycG	306862	307629	767
CJCOGG_01915	formate hydrogenlyase assembly protein HycH	307626	308036	410
CJCOGG_01916	hydrogenase maturation peptidase HycI	308029	308499	470
CJCOGG_01917	Periplasmic or exported protein	308524	309297	773
CJCOGG_01918	Antitoxin HigA	309368	309787	419
CJCOGG_01919	IS110 family IS621 transposase	310032	311012	980
CJCOGG_01920	6-phospho-beta-glucosidase AscB	311180	312604	1424
CJCOGG_01921	PTS cellobiose/arbutin/salicin transporter subunit IIBC	312613	314070	1457
CJCOGG_01922	DNA-binding transcriptional regulator AscG	314327	315340	1013
